feature,importance
Feature_415,0.5558980385723103
Feature_4488,0.5494954424391127
Feature_2382,0.5481523049295182
Feature_2460,0.5172943464359039
Feature_5167,0.5004594273660633
Feature_5236,0.4984254852849945
Feature_5646,0.4976096926099524
Feature_715,0.4955009544942296
Feature_3891,0.49272375901349735
Feature_6031,0.4823308128380061
Feature_1521,0.481209867658673
Feature_260,0.47677418614884454
Feature_4638,0.4725886219479118
Feature_3213,0.4720442545153555
Feature_6406,0.46189051217972144
Feature_477,0.45323485741333774
Feature_3049,0.4489767592654308
Feature_388,0.4433842447849072
Feature_6274,0.4424234545522728
Feature_4184,0.44131583815741204
Feature_2599,0.4396315468199925
Feature_6630,0.43360178681533007
Feature_4292,0.4318119019072707
Feature_6396,0.42879153395037506
Feature_4452,0.4286747927777522
Feature_358,0.4269903971752501
Feature_1600,0.42549082432042584
Feature_1073,0.4234471388853058
Feature_3549,0.42245551696244327
Feature_1607,0.42135361187296516
Feature_594,0.42045819628643116
Feature_2887,0.41984261949425944
Feature_3085,0.41973461226148806
Feature_4835,0.41945420561790797
Feature_796,0.4189632890048189
Feature_25,0.41824049384077483
Feature_6045,0.417578803118381
Feature_2121,0.41693129124855666
Feature_3027,0.4167340557292348
Feature_1178,0.41598839013179256
Feature_438,0.41012418102530257
Feature_123,0.4097047278047103
Feature_2929,0.4079756878499581
Feature_4718,0.4073718431832843
Feature_3749,0.4053837512895479
Feature_74,0.4047592440836417
Feature_1715,0.4041491694337653
Feature_3762,0.4032921213248917
Feature_5206,0.4021305051931017
Feature_1810,0.4017005777229054
Feature_3597,0.4012650825842597
Feature_4748,0.3982343829896169
Feature_2240,0.39814860005036024
Feature_1091,0.39802272673959055
Feature_2162,0.397856843262227
Feature_1965,0.39669546036621556
Feature_3120,0.3944815353222022
Feature_6484,0.3942394595175859
Feature_3730,0.3936831229567723
Feature_2289,0.3936108824210018
Feature_1054,0.3933764833638341
Feature_1745,0.3929980612038524
Feature_5519,0.3923604036454506
Feature_4079,0.3918756677242511
Feature_1463,0.39148215127742636
Feature_5345,0.3909480278270427
Feature_3539,0.39083424096499875
Feature_2349,0.39072264884080254
Feature_5748,0.390089887506669
Feature_5637,0.3893982709812122
Feature_4540,0.38805065411534506
Feature_1835,0.38796710174637206
Feature_5086,0.38779172079433233
Feature_4469,0.3866623304949034
Feature_773,0.385179238547769
Feature_5445,0.3847242262624657
Feature_521,0.3838797245534775
Feature_2166,0.38322787080836734
Feature_6092,0.3827593095640925
Feature_122,0.38210663259849964
Feature_79,0.3813379949920534
Feature_6534,0.380975394975706
Feature_2916,0.3808052550307483
Feature_915,0.379356016931693
Feature_1747,0.3775491385210256
Feature_6606,0.3764829045356559
Feature_4683,0.37562304511259725
Feature_1473,0.37542146722109543
Feature_833,0.3739363875616887
Feature_5553,0.37393560425244465
Feature_3150,0.3738247079946908
Feature_3363,0.3733348644490942
Feature_5709,0.37314298488595965
Feature_3878,0.3705300695744087
Feature_4479,0.36982493672380146
Feature_844,0.36943138322781316
Feature_6237,0.36921009138286665
Feature_4476,0.3689630164781509
Feature_3202,0.3673794946255112
Feature_4415,0.3670482939637899
Feature_6096,0.36692784525160005
Feature_3138,0.36638715108423875
Feature_5493,0.3663845741982877
Feature_880,0.3659085409384755
Feature_6385,0.3651031981150694
Feature_2307,0.36412435751797184
Feature_1001,0.36346114443967886
Feature_2873,0.3633120332073378
Feature_1003,0.3623073293465198
Feature_3460,0.36227139120261503
Feature_4329,0.36190630327167383
Feature_4745,0.3618432158726413
Feature_3237,0.36107355155628207
Feature_6960,0.36039711707150873
Feature_1120,0.3595455638622307
Feature_5436,0.359538620252241
Feature_3648,0.3595270141769821
Feature_3991,0.35942995019820395
Feature_6466,0.3593457327652409
Feature_5831,0.3588781069045562
Feature_2944,0.3585074492269916
Feature_3498,0.3566284439567675
Feature_5425,0.35640581711775793
Feature_2982,0.35630890277653393
Feature_4162,0.35619551939180477
Feature_5411,0.35608007955702126
Feature_4837,0.356016480072175
Feature_6104,0.3555844499104401
Feature_772,0.3551813145641375
Feature_2327,0.354956602629605
Feature_5029,0.3546761078155555
Feature_1096,0.35441357854973093
Feature_31,0.3540280483070811
Feature_101,0.3537674502010946
Feature_1537,0.35344841808442895
Feature_6809,0.35324844935676597
Feature_2330,0.352940933763831
Feature_6346,0.3528643176001451
Feature_3372,0.3526774223132626
Feature_5575,0.35255584424961783
Feature_3702,0.35251791840740887
Feature_6433,0.3521063055955434
Feature_3311,0.3519463491863313
Feature_2686,0.3518471686459336
Feature_4511,0.3516520614858425
Feature_311,0.3515121068904739
Feature_4260,0.3514233408560651
Feature_6524,0.3514217883358049
Feature_6924,0.350895382418785
Feature_2940,0.35086479941722293
Feature_6383,0.3506095680030449
Feature_3921,0.3504502515547528
Feature_4866,0.35027403726356193
Feature_6937,0.35015103182091606
Feature_2444,0.3499171699280044
Feature_4507,0.3498970397947888
Feature_4867,0.3497249498150738
Feature_3466,0.34969426239498674
Feature_6744,0.34959148475534024
Feature_4825,0.3494151744532738
Feature_776,0.34919424583134573
Feature_5414,0.3490990520200702
Feature_689,0.3488495439392772
Feature_4713,0.3487658772619142
Feature_3672,0.34874158497417485
Feature_5726,0.34853088262031695
Feature_3474,0.34838246866339245
Feature_4090,0.34827237836950586
Feature_2320,0.3480159580432766
Feature_2719,0.3479228842893405
Feature_4210,0.34776271720216917
Feature_3475,0.3477296642746272
Feature_180,0.3475895389989195
Feature_1626,0.34748216381288993
Feature_6326,0.34717564536335166
Feature_3905,0.34704221497711285
Feature_24,0.3468935640461888
Feature_5457,0.3467865509341717
Feature_6399,0.34666843624448235
Feature_3925,0.34661522669955036
Feature_6180,0.34660572882955754
Feature_2894,0.34623811419536765
Feature_1011,0.3460935899846476
Feature_3428,0.3460769795498301
Feature_1533,0.3456674284535777
Feature_683,0.3455838907785255
Feature_1829,0.345230540006165
Feature_1046,0.3450534837000693
Feature_116,0.3450038592865507
Feature_4041,0.344860946284302
Feature_1921,0.34479030573061736
Feature_2918,0.34440099764743015
Feature_325,0.3443734231446834
Feature_6374,0.34367453846607604
Feature_6551,0.34364640901758897
Feature_6089,0.3434221328475014
Feature_1996,0.34337934040350815
Feature_2419,0.3433090018249117
Feature_4229,0.34309384009272853
Feature_1162,0.3428472831903429
Feature_2452,0.34271910600322564
Feature_5261,0.3423875233379014
Feature_5257,0.34234459964183417
Feature_5240,0.34228780833851025
Feature_553,0.342227721091827
Feature_2051,0.3421017738029548
Feature_937,0.3420184503882842
Feature_3340,0.34174489668214775
Feature_7044,0.3415157738545668
Feature_2808,0.34139603709831073
Feature_2878,0.3413628842352378
Feature_2733,0.34129646683351417
Feature_94,0.34115571191635785
Feature_4040,0.34111272058221426
Feature_5488,0.34104403152076107
Feature_2726,0.3410011440828672
Feature_2269,0.3408361622620998
Feature_4971,0.3405134191003545
Feature_4859,0.34047713746072333
Feature_730,0.3404700314648818
Feature_2960,0.3404100669942565
Feature_3971,0.3403141451562269
Feature_5475,0.34029773092145943
Feature_4958,0.3402478656249294
Feature_6772,0.3400961603117895
Feature_3680,0.33983055886313274
Feature_6591,0.33982934233271955
Feature_6312,0.33951070164625813
Feature_6590,0.33950649805184435
Feature_1636,0.33944082484593474
Feature_4753,0.33941263452752585
Feature_4457,0.33885862804938555
Feature_1315,0.3387759176931002
Feature_5046,0.3384245416083271
Feature_6771,0.33838401887093
Feature_607,0.3382126440603652
Feature_1364,0.33816424021162084
Feature_5651,0.3381453296396632
Feature_5212,0.33791735209753887
Feature_2206,0.33788144007150434
Feature_5281,0.33782187485975657
Feature_1340,0.33777661201210646
Feature_2971,0.3376572705344591
Feature_5279,0.3376356392417284
Feature_6995,0.3376157067194147
Feature_1966,0.33759852580343597
Feature_1227,0.33759647697323814
Feature_4566,0.33741149813932053
Feature_496,0.3372929249111993
Feature_3865,0.3372914074930479
Feature_5756,0.33719576705425475
Feature_510,0.33715270831092203
Feature_2010,0.3371275830537233
Feature_2749,0.337059359791553
Feature_296,0.3370228331693989
Feature_5353,0.3369618991696186
Feature_3364,0.3369064358212278
Feature_1654,0.33688668235718494
Feature_2655,0.3368438913993336
Feature_1353,0.33674570744991755
Feature_1179,0.33665784300056667
Feature_423,0.33661605229384955
Feature_1414,0.33649419926898466
Feature_448,0.33635443559072864
Feature_3338,0.33631112350267345
Feature_2333,0.33628833887140497
Feature_3632,0.3362679821289345
Feature_5148,0.3361747447938385
Feature_3079,0.33614305860058574
Feature_4364,0.33594226779281045
Feature_5019,0.3359073290449956
Feature_4371,0.33589417057581733
Feature_3837,0.33589103456040925
Feature_966,0.3358771464491878
Feature_712,0.33586410430714814
Feature_5374,0.3358381735795475
Feature_1310,0.3357336175854398
Feature_1665,0.3356174619308783
Feature_5251,0.3354481944779738
Feature_1516,0.3354029468309902
Feature_2237,0.33540269365671516
Feature_6909,0.33514834116670067
Feature_6224,0.33506669350424517
Feature_3557,0.3350135186811947
Feature_821,0.3349746562358352
Feature_5890,0.3349493345221293
Feature_4546,0.33493917488983416
Feature_6530,0.33492857920411767
Feature_4517,0.3348921992722909
Feature_6209,0.3347822431503144
Feature_2925,0.3347051900442355
Feature_828,0.3346977672477112
Feature_2339,0.33453314869080375
Feature_482,0.33453300273694003
Feature_5995,0.33437538623890317
Feature_4261,0.3341989271553253
Feature_2399,0.33400280690286194
Feature_3131,0.3336771182035237
Feature_1008,0.333555750099905
Feature_5377,0.3331889660478584
Feature_4826,0.33317927763870003
Feature_5294,0.33313949900715606
Feature_3009,0.33283923430596835
Feature_5677,0.33278370871278634
Feature_3299,0.3327238720187096
Feature_514,0.3326678697056548
Feature_2119,0.3325379547822843
Feature_1187,0.3325116143707736
Feature_1834,0.3322647448017794
Feature_3223,0.3322602694715952
Feature_639,0.33210718967763647
Feature_291,0.33210030071951424
Feature_6850,0.3319456576801238
Feature_424,0.3318276292449935
Feature_6574,0.33180011101150997
Feature_4697,0.3316607165082719
Feature_5584,0.3316447455561206
Feature_579,0.33155065970142855
Feature_1828,0.331527777367951
Feature_3760,0.3313331872040382
Feature_2737,0.33124853907492574
